date_id,full_date,day,month,month_name,quarter,year
460,2023-04-08,8,4,April,2,2023
461,2023-04-09,9,4,April,2,2023
462,2023-04-10,10,4,April,2,2023
463,2023-04-11,11,4,April,2,2023
464,2023-04-12,12,4,April,2,2023
465,2023-04-13,13,4,April,2,2023
466,2023-04-14,14,4,April,2,2023
467,2023-04-15,15,4,April,2,2023
468,2023-04-16,16,4,April,2,2023
469,2023-04-17,17,4,April,2,2023
470,2023-04-18,18,4,April,2,2023
471,2023-04-19,19,4,April,2,2023
472,2023-04-20,20,4,April,2,2023
473,2023-04-21,21,4,April,2,2023
474,2023-04-22,22,4,April,2,2023
475,2023-04-23,23,4,April,2,2023
476,2023-04-24,24,4,April,2,2023
477,2023-04-25,25,4,April,2,2023
478,2023-04-26,26,4,April,2,2023
479,2023-04-27,27,4,April,2,2023
480,2023-04-28,28,4,April,2,2023
481,2023-04-29,29,4,April,2,2023
482,2023-04-30,30,4,April,2,2023
483,2023-05-01,1,5,May,2,2023
484,2023-05-02,2,5,May,2,2023
485,2023-05-03,3,5,May,2,2023
486,2023-05-04,4,5,May,2,2023
487,2023-05-05,5,5,May,2,2023
488,2023-05-06,6,5,May,2,2023
489,2023-05-07,7,5,May,2,2023
490,2023-05-08,8,5,May,2,2023
491,2023-05-09,9,5,May,2,2023
492,2023-05-10,10,5,May,2,2023
493,2023-05-11,11,5,May,2,2023
494,2023-05-12,12,5,May,2,2023
495,2023-05-13,13,5,May,2,2023
496,2023-05-14,14,5,May,2,2023
497,2023-05-15,15,5,May,2,2023
498,2023-05-16,16,5,May,2,2023
499,2023-05-17,17,5,May,2,2023
500,2023-05-18,18,5,May,2,2023
501,2023-05-19,19,5,May,2,2023
502,2023-05-20,20,5,May,2,2023
503,2023-05-21,21,5,May,2,2023
504,2023-05-22,22,5,May,2,2023
505,2023-05-23,23,5,May,2,2023
506,2023-05-24,24,5,May,2,2023
507,2023-05-25,25,5,May,2,2023
508,2023-05-26,26,5,May,2,2023
509,2023-05-27,27,5,May,2,2023
510,2023-05-28,28,5,May,2,2023
511,2023-05-29,29,5,May,2,2023
512,2023-05-30,30,5,May,2,2023
513,2023-05-31,31,5,May,2,2023
514,2023-06-01,1,6,June,2,2023
515,2023-06-02,2,6,June,2,2023
516,2023-06-03,3,6,June,2,2023
517,2023-06-04,4,6,June,2,2023
518,2023-06-05,5,6,June,2,2023
519,2023-06-06,6,6,June,2,2023
520,2023-06-07,7,6,June,2,2023
521,2023-06-08,8,6,June,2,2023
522,2023-06-09,9,6,June,2,2023
523,2023-06-10,10,6,June,2,2023
524,2023-06-11,11,6,June,2,2023
525,2023-06-12,12,6,June,2,2023
526,2023-06-13,13,6,June,2,2023
527,2023-06-14,14,6,June,2,2023
528,2023-06-15,15,6,June,2,2023
529,2023-06-16,16,6,June,2,2023
530,2023-06-17,17,6,June,2,2023
531,2023-06-18,18,6,June,2,2023
532,2023-06-19,19,6,June,2,2023
533,2023-06-20,20,6,June,2,2023
534,2023-06-21,21,6,June,2,2023
535,2023-06-22,22,6,June,2,2023
536,2023-06-23,23,6,June,2,2023
537,2023-06-24,24,6,June,2,2023
538,2023-06-25,25,6,June,2,2023
539,2023-06-26,26,6,June,2,2023
540,2023-06-27,27,6,June,2,2023
541,2023-06-28,28,6,June,2,2023
542,2023-06-29,29,6,June,2,2023
543,2023-06-30,30,6,June,2,2023
544,2023-07-01,1,7,July,3,2023
545,2023-07-02,2,7,July,3,2023
546,2023-07-03,3,7,July,3,2023
547,2023-07-04,4,7,July,3,2023
548,2023-07-05,5,7,July,3,2023
549,2023-07-06,6,7,July,3,2023
550,2023-07-07,7,7,July,3,2023
551,2023-07-08,8,7,July,3,2023
552,2023-07-09,9,7,July,3,2023
553,2023-07-10,10,7,July,3,2023
554,2023-07-11,11,7,July,3,2023
555,2023-07-12,12,7,July,3,2023
556,2023-07-13,13,7,July,3,2023
557,2023-07-14,14,7,July,3,2023
558,2023-07-15,15,7,July,3,2023
559,2023-07-16,16,7,July,3,2023
560,2023-07-17,17,7,July,3,2023
561,2023-07-18,18,7,July,3,2023
562,2023-07-19,19,7,July,3,2023
563,2023-07-20,20,7,July,3,2023
564,2023-07-21,21,7,July,3,2023
565,2023-07-22,22,7,July,3,2023
566,2023-07-23,23,7,July,3,2023
567,2023-07-24,24,7,July,3,2023
568,2023-07-25,25,7,July,3,2023
569,2023-07-26,26,7,July,3,2023
570,2023-07-27,27,7,July,3,2023
571,2023-07-28,28,7,July,3,2023
572,2023-07-29,29,7,July,3,2023
573,2023-07-30,30,7,July,3,2023
574,2023-07-31,31,7,July,3,2023
575,2023-08-01,1,8,August,3,2023
576,2023-08-02,2,8,August,3,2023
577,2023-08-03,3,8,August,3,2023
578,2023-08-04,4,8,August,3,2023
579,2023-08-05,5,8,August,3,2023
580,2023-08-06,6,8,August,3,2023
581,2023-08-07,7,8,August,3,2023
582,2023-08-08,8,8,August,3,2023
583,2023-08-09,9,8,August,3,2023
584,2023-08-10,10,8,August,3,2023
585,2023-08-11,11,8,August,3,2023
586,2023-08-12,12,8,August,3,2023
587,2023-08-13,13,8,August,3,2023
588,2023-08-14,14,8,August,3,2023
589,2023-08-15,15,8,August,3,2023
590,2023-08-16,16,8,August,3,2023
591,2023-08-17,17,8,August,3,2023
592,2023-08-18,18,8,August,3,2023
593,2023-08-19,19,8,August,3,2023
594,2023-08-20,20,8,August,3,2023
595,2023-08-21,21,8,August,3,2023
596,2023-08-22,22,8,August,3,2023
597,2023-08-23,23,8,August,3,2023
598,2023-08-24,24,8,August,3,2023
599,2023-08-25,25,8,August,3,2023
600,2023-08-26,26,8,August,3,2023
601,2023-08-27,27,8,August,3,2023
602,2023-08-28,28,8,August,3,2023
603,2023-08-29,29,8,August,3,2023
604,2023-08-30,30,8,August,3,2023
605,2023-08-31,31,8,August,3,2023
606,2023-09-01,1,9,September,3,2023
607,2023-09-02,2,9,September,3,2023
608,2023-09-03,3,9,September,3,2023
609,2023-09-04,4,9,September,3,2023
610,2023-09-05,5,9,September,3,2023
611,2023-09-06,6,9,September,3,2023
612,2023-09-07,7,9,September,3,2023
613,2023-09-08,8,9,September,3,2023
614,2023-09-09,9,9,September,3,2023
615,2023-09-10,10,9,September,3,2023
616,2023-09-11,11,9,September,3,2023
617,2023-09-12,12,9,September,3,2023
618,2023-09-13,13,9,September,3,2023
619,2023-09-14,14,9,September,3,2023
620,2023-09-15,15,9,September,3,2023
621,2023-09-16,16,9,September,3,2023
622,2023-09-17,17,9,September,3,2023
623,2023-09-18,18,9,September,3,2023
624,2023-09-19,19,9,September,3,2023
625,2023-09-20,20,9,September,3,2023
626,2023-09-21,21,9,September,3,2023
627,2023-09-22,22,9,September,3,2023
628,2023-09-23,23,9,September,3,2023
629,2023-09-24,24,9,September,3,2023
630,2023-09-25,25,9,September,3,2023
631,2023-09-26,26,9,September,3,2023
632,2023-09-27,27,9,September,3,2023
633,2023-09-28,28,9,September,3,2023
634,2023-09-29,29,9,September,3,2023
635,2023-09-30,30,9,September,3,2023
636,2023-10-01,1,10,October,4,2023
637,2023-10-02,2,10,October,4,2023
638,2023-10-03,3,10,October,4,2023
639,2023-10-04,4,10,October,4,2023
640,2023-10-05,5,10,October,4,2023
641,2023-10-06,6,10,October,4,2023
642,2023-10-07,7,10,October,4,2023
643,2023-10-08,8,10,October,4,2023
644,2023-10-09,9,10,October,4,2023
645,2023-10-10,10,10,October,4,2023
646,2023-10-11,11,10,October,4,2023
647,2023-10-12,12,10,October,4,2023
648,2023-10-13,13,10,October,4,2023
649,2023-10-14,14,10,October,4,2023
650,2023-10-15,15,10,October,4,2023
651,2023-10-16,16,10,October,4,2023
652,2023-10-17,17,10,October,4,2023
653,2023-10-18,18,10,October,4,2023
654,2023-10-19,19,10,October,4,2023
655,2023-10-20,20,10,October,4,2023
656,2023-10-21,21,10,October,4,2023
657,2023-10-23,23,10,October,4,2023
658,2023-10-24,24,10,October,4,2023
659,2023-10-25,25,10,October,4,2023
660,2023-10-26,26,10,October,4,2023
661,2023-10-27,27,10,October,4,2023
662,2023-10-28,28,10,October,4,2023
663,2023-10-29,29,10,October,4,2023
664,2023-10-30,30,10,October,4,2023
665,2023-10-31,31,10,October,4,2023
666,2023-11-01,1,11,November,4,2023
667,2023-11-02,2,11,November,4,2023
668,2023-11-03,3,11,November,4,2023
669,2023-11-04,4,11,November,4,2023
670,2023-11-05,5,11,November,4,2023
671,2023-11-06,6,11,November,4,2023
672,2023-11-07,7,11,November,4,2023
673,2023-11-08,8,11,November,4,2023
674,2023-11-09,9,11,November,4,2023
675,2023-11-10,10,11,November,4,2023
676,2023-11-11,11,11,November,4,2023
677,2023-11-12,12,11,November,4,2023
678,2023-11-13,13,11,November,4,2023
679,2023-11-14,14,11,November,4,2023
680,2023-11-16,16,11,November,4,2023
681,2023-11-17,17,11,November,4,2023
682,2023-11-18,18,11,November,4,2023
683,2023-11-19,19,11,November,4,2023
684,2023-11-20,20,11,November,4,2023
685,2023-11-21,21,11,November,4,2023
686,2023-11-22,22,11,November,4,2023
687,2023-11-23,23,11,November,4,2023
688,2023-11-24,24,11,November,4,2023
689,2023-11-25,25,11,November,4,2023
690,2023-11-26,26,11,November,4,2023
691,2023-11-27,27,11,November,4,2023
692,2023-11-28,28,11,November,4,2023
693,2023-11-29,29,11,November,4,2023
694,2023-11-30,30,11,November,4,2023
695,2023-12-01,1,12,December,4,2023
696,2023-12-02,2,12,December,4,2023
697,2023-12-03,3,12,December,4,2023
